name	is_useful	use_for_publication_words	auto_link
Antigens, Differentiation	0	1	1
Antigens, Differentiation, B-Lymphocyte	0	1	1
Antigens, Differentiation, T-Lymphocyte	0	1	1
Antigens, Fungal	0	1	1
Antigens, Helminth	0	1	1
Histocompatibility Antigens Class II	0	1	1
Antigens, Ly	0	1	1
Antigens, Neoplasm	0	1	1
Antigens, Polyomavirus Transforming	1	1	1
Antigens, Protozoan	0	1	1
Antigens, Surface	0	1	1
Antigens, T-Independent	0	1	1
Antigens, Viral	0	1	1
Antigens, Viral, Tumor	0	1	1
Antigua and Barbuda	0	0	0
Antihypertensive Agents	1	1	1
Antilipemic Agents	1	1	1
Antilymphocyte Serum	1	1	1
Antimalarials	1	1	1
Antimetabolites	1	1	1
Antimetabolites, Antineoplastic	1	1	1
Antimony	0	1	1
Antimony Potassium Tartrate	0	1	1
Antimony Sodium Gluconate	1	1	1
Antimycin A	0	1	1
Antinematodal Agents	1	1	1
Antineoplastic Agents	1	1	1
Antineoplastic Combined Chemotherapy Protocols	1	1	1
Antineoplastic Agents, Phytogenic	1	1	1
Antibodies, Antinuclear	1	1	1
Antioxidants	1	1	1
Antipain	1	1	1
Antiparasitic Agents	1	1	1
Antiparkinson Agents	1	1	1
alpha-2-Antiplasmin	1	1	1
Antiplatyhelmintic Agents	1	1	1
Antiprotozoal Agents	1	1	1
Antipruritics	1	1	1
Antipyrine	0	1	1
Antisepsis	0	1	1
Antisickling Agents	1	1	1
Antisocial Personality Disorder	1	1	1
Antispermatogenic Agents	1	1	1
Antistreptolysin	1	1	1
Antithrombin III	1	1	1
Antithrombins	1	1	1
Antitoxins	1	1	1
Antitreponemal Agents	1	1	1
Antitrichomonal Agents	1	1	1
Antitubercular Agents	1	1	1
Antitussive Agents	1	1	1
Antivenins	1	1	1
Antiviral Agents	1	1	1
Antlers	0	1	1
Ants	0	1	1
Anura	0	1	1
Anuria	1	1	1
Anal Canal	1	1	1
Anus Diseases	1	1	1
Anus Neoplasms	1	1	1
Anus, Imperforate	1	1	1
Anxiety	1	1	1
Anxiety Disorders	1	1	1
Anxiety, Castration	1	1	1
Anxiety, Separation	1	1	1
Aorta	1	1	1
Aorta, Abdominal	1	1	1
Aorta, Thoracic	1	1	1
Aortic Aneurysm	1	1	1
Aortic Arch Syndromes	1	1	1
Aortic Bodies	1	1	1
Aortic Coarctation	1	1	1
Aortic Diseases	1	1	1
Aortic Rupture	1	1	1
Aortic Stenosis, Subvalvular	1	1	1
Aortic Valve	1	1	1
Aortic Valve Insufficiency	1	1	1
Aortic Valve Prolapse	1	1	1
Aortic Valve Stenosis	1	1	1
Aortitis	1	1	1
Coronary Artery Bypass	1	1	1
Aortography	1	1	1
Aortopulmonary Septal Defect	1	1	1
Aotus trivirgatus	0	1	1
Apamin	0	1	1
Apatites	0	1	1
Apazone	0	1	1
Apgar Score	1	1	1
Aphakia	1	1	1
Aphakia, Postcataract	1	1	1
Aphasia	1	1	1
Aphasia, Broca	1	1	1
Aphasia, Wernicke	1	1	1
Aphids	0	1	1
Aphonia	1	1	1
Aphorisms and Proverbs as Topic	0	0	0
Aphrodisiacs	1	1	1
Apicoectomy	1	1	1
Aplysia	0	1	1
Apnea	1	1	1
Apocrine Glands	1	1	1
Apoenzymes	1	1	1
Apoferritins	1	1	1
Apolipoproteins	1	1	1
Apolipoproteins A	1	1	1
Apolipoproteins B	1	1	1
Apolipoproteins C	1	1	1
Apolipoproteins E	1	1	1
Apomorphine	0	1	1
Apoproteins	1	1	1
Aporphines	0	1	1
Appalachian Region	0	0	0
Appendectomy	1	1	1
Appendiceal Neoplasms	1	1	1
Appendicitis	1	1	1
Appendix	1	1	1
Appetite	1	1	1
Appetite Depressants	1	1	1
Eating Disorders	1	1	1
Appetite Regulation	1	1	1
Appetitive Behavior	1	1	1
Appointments and Schedules	0	1	1
Apraxias	1	1	1
Aprindine	0	1	1
Propoxur	0	1	1
Aptitude	1	0	0
Aptitude Tests	1	1	1
APUD Cells	1	1	1
Apudoma	1	1	1
Apurinic Acid	1	1	1
Apyrase	1	1	1
Aqueous Humor	1	1	1
Arabia	0	0	0
Vidarabine Phosphate	1	1	1
Arabinofuranosylcytosine Triphosphate	1	1	1
Arabinofuranosyluracil	1	1	1
Arabinonucleosides	1	1	1
Arabinonucleotides	1	1	1
Arabinose	1	1	1
Arachidonate Lipoxygenases	1	1	1
Arachidonate 12-Lipoxygenase	1	1	1
Arachidonate 15-Lipoxygenase	1	1	1
Arachidonate 5-Lipoxygenase	1	1	1
Arachidonic Acids	1	1	1
Arachnid Vectors	0	1	1
Arachnida	0	1	1
Arachnidism	1	1	1
Arachnoid	1	1	1
Arachnoiditis	1	1	1
Arbaprostil	1	1	1
Arbovirus Infections	1	1	1
Arboviruses	0	1	1
Arbutin	1	1	1
Archaea	0	1	1
Archaeology	0	0	0
Architectural Accessibility	0	0	0
Architecture as Topic	0	0	0
Archives	0	0	0
Arctic Regions	0	0	0
Arcuate Nucleus	1	1	1
Arcus Senilis	1	1	1
Area Health Education Centers	0	1	1
Areca	0	1	1
Arecoline	0	1	1
Arenaviridae	0	1	1
Arenaviridae Infections	1	1	1
Argentina	0	0	0
Arginase	1	1	1
Arginine	1	1	1
Lysine Carboxypeptidase	1	1	1
Arginine Kinase	1	1	1
Argininosuccinate Lyase	1	1	1
Argininosuccinate Synthase	1	1	1
Argininosuccinic Acid	1	1	1
Arginine-tRNA Ligase	1	1	1
Arginine Vasopressin	1	1	1
Argon	0	1	1
Argyria	1	1	1
Arizona	0	0	0
Arkansas	0	0	0
Arm	1	0	0
Bones of Upper Extremity	1	1	1
Arm Injuries	1	1	1
Armadillos	0	1	1
Armenia	0	0	0
Armin	0	1	1
Arnold-Chiari Malformation	1	1	1
Aroclors	0	1	1
Aromatase	1	1	1
Aromatic-L-Amino-Acid Decarboxylases	1	1	1
Arousal	1	1	1
Cardiac Arrhythmias	1	1	1
Arrhythmia, Sinus	1	1	1
Arsanilic Acid	0	1	1
Arsenamide	0	1	1
Arsenates	0	1	1
Arsenazo III	0	1	1
Arsenic	0	1	1
Arsenicals	0	1	1
Arsphenamine	0	1	1
Art	0	0	0
Art Therapy	1	1	1
Artemia	0	1	1
Arterial Occlusive Diseases	1	1	1
Arteries	1	0	0
Arterio-Arterial Fistula	1	1	1
Arterioles	1	1	1
Arteriosclerosis	1	1	1
Arteriosclerosis Obliterans	1	1	1
Arteriovenous Anastomosis	1	1	1
Arteriovenous Fistula	1	1	1
Arteriovenous Malformations	1	1	1
Arteriovenous Shunt, Surgical	1	1	1
Arteritis	1	1	1
Arthritis	1	1	1
Arthritis, Experimental	1	1	1
Arthritis, Infectious	1	1	1
Arthritis, Juvenile Rheumatoid	1	1	1
Rheumatoid Arthritis	1	1	1
Arthrobacter	0	1	1
Arthrodesis	1	1	1
Arthrography	1	1	1
Arthrogryposis	1	1	1
Arthropathy, Neurogenic	1	1	1
Arthroplasty	1	1	1
Arthropod Vectors	0	1	1
Arthropod Venoms	0	1	1
Arthropods	0	1	1
Arthroscopy	1	1	1
Arthus Reaction	1	1	1
Articulation Disorders	1	1	1
Artificial Intelligence	0	0	0
Artificial Limbs	1	1	1
Artificial Organs	1	1	1
Artiodactyla	0	1	1
Aryl Hydrocarbon Hydroxylases	1	1	1
Arylsulfonates	0	1	1
Arylamine N-Acetyltransferase	1	1	1
Arylsulfatases	1	1	1
Arytenoid Cartilage	1	1	1
Asbestos	0	1	1
Asbestosis	1	1	1
Ascariasis	1	1	1
Ascaridia	0	1	1
Ascaridiasis	1	1	1
Ascaridoidea	0	1	1
Ascaris	0	1	1
Ascites	1	1	1
Ascitic Fluid	1	1	1
Ascomycota	0	1	1
Ascorbate Oxidase	1	1	1
Ascorbic Acid	1	1	1
Ascorbic Acid Deficiency	1	1	1
Asepsis	0	1	1
Asia	0	0	0
Asia, Central	0	0	0
Asia, Southeastern	0	0	0
Asia, Western	0	0	0
Asialoglycoproteins	1	1	1
Asian Americans	0	0	0
Asparaginase	1	1	1
Asparagine	1	1	1
Aspartate-Ammonia Ligase	1	1	1
Aspartame	1	1	1
Aspartate Aminotransferases	1	1	1
Aspartate Ammonia-Lyase	1	1	1
Aspartate Carbamoyltransferase	1	1	1
Aspartate Kinase	1	1	1
Aspartate-Semialdehyde Dehydrogenase	1	1	1
Aspartic Acid	1	1	1
Aspartokinase Homoserine Dehydrogenase	1	1	1
Aspartate-tRNA Ligase	1	1	1
Aspartylglucosylaminase	1	1	1
Aspergillosis	1	1	1
Aspergillosis, Allergic Bronchopulmonary	1	1	1
Aspergillus	0	1	1
Aspergillus flavus	0	1	1
Aspergillus fumigatus	0	1	1
Aspergillus nidulans	0	1	1
Aspergillus niger	0	1	1
Aspergillus ochraceus	0	1	1
Aspergillus oryzae	0	1	1
Asphyxia	1	1	1
Asphyxia Neonatorum	1	1	1
Inhalation	1	0	0
Aspirations (Psychology)	1	1	1
Aspirin	0	1	1
Assertiveness	1	1	1
Assisted Circulation	1	1	1
Association	1	0	0
Association Learning	1	1	1
Astatine	0	1	1
Asthenia	1	1	1
Asthenopia	1	1	1
Asthma	1	1	1
Asthma, Exercise-Induced	1	1	1
Astigmatism	1	1	1
Astringents	1	1	1
Astrocytes	1	1	1
Astrocytoma	1	1	1
Astrology	0	0	0
Astronomy	0	1	1
Mamastrovirus	0	1	1
Ataxia	1	1	1
Ataxia Telangiectasia	1	1	1
Pulmonary Atelectasis	1	1	1
Atenolol	0	1	1
Athetosis	1	1	1
Athletic Injuries	1	1	1
Atlantic Islands	0	0	0
Atlantic Ocean	0	0	0
Atlanto-Axial Joint	1	1	1
Atlanto-Occipital Joint	1	1	1
Cervical Atlas	1	1	1
Atlases as Topic	0	0	0
Atmosphere	1	1	1
Atmosphere Exposure Chambers	1	1	1
Atmospheric Pressure	1	1	1
ATP Citrate (pro-S)-Lyase	1	1	1
ATP Phosphoribosyltransferase	1	1	1
GTP Pyrophosphokinase	1	1	1
Atractyloside	1	1	1
Atracurium	0	1	1
Atrazine	0	1	1
Atrial Fibrillation	1	1	1
Atrial Flutter	1	1	1
Atrioventricular Node	1	1	1
Atrophy	1	1	1
Atropine	0	1	1
Atropine Derivatives	0	1	1
Attachment Sites, Microbiological	1	1	1
Attention	1	0	0
Attention Deficit Disorder with Hyperactivity	1	1	1
Attitude	1	0	0
Attitude of Health Personnel	1	1	1
Attitude to Computers	1	1	1
Attitude to Death	1	1	1
Attitude to Health	1	1	1
Atypical Bacterial Forms	0	1	1
Audiovisual Aids	0	0	0
Audioanalgesia	1	1	1
Audiology	0	1	1
Audiometry	1	1	1
Audiometry, Evoked Response	1	1	1
Audiometry, Pure-Tone	1	1	1
Audiometry, Speech	1	1	1
Auditory Cortex	1	1	1
Auditory Diseases, Central	1	1	1
Auditory Fatigue	1	1	1
Auditory Pathways	1	1	1
Auditory Perception	1	1	1
Auditory Perceptual Disorders	1	1	1
Auditory Threshold	1	1	1
Auranofin	0	1	1
Aurintricarboxylic Acid	0	1	1
Aurovertins	0	1	1
Auscultation	1	1	1
Australia	0	0	0
Austria	0	0	0
Authoritarianism	1	1	1
Authorship	0	0	0
Autistic Disorder	1	0	0
Autoanalysis	1	1	1
Autoantibodies	1	1	1
Autoantigens	0	1	1
Autobiography	0	0	0
Autogenic Training	1	1	1
Autoimmune Diseases	1	1	1
Autolysis	1	1	1
Automatic Data Processing	0	0	0
Automatism	1	1	1
Automobile Driver Examination	0	0	0
Automobile Driving	0	0	0
Vehicle Emissions	0	1	1
Automobiles	0	0	0
Autonomic Agents	1	1	1
Autonomic Fibers, Postganglionic	1	1	1
Autonomic Fibers, Preganglionic	1	1	1
Autonomic Nerve Block	1	1	1
Autonomic Nervous System	1	1	1
Autonomic Nervous System Diseases	1	1	1
Autophagy	1	1	1
Autopsy	1	0	0
Autoradiography	1	1	1
Autosuggestion	1	1	1
Aversive Therapy	1	1	1
Encephalomyelitis Virus, Avian	0	1	1
Infectious bronchitis virus	0	1	1
Herpesvirus 1, Gallid	0	1	1
Avian Leukosis	1	1	1
Avian leukosis virus	0	1	1
Alpharetrovirus	0	1	1
Reticuloendotheliosis virus	0	1	1
Sarcoma, Avian	1	1	1
Avian Sarcoma Viruses	0	1	1
Avidin	1	1	1
Avitaminosis	1	1	1
Avoidance Learning	1	1	1
Awards and Prizes	0	0	0
Awareness	1	0	0
Axilla	1	1	1
Axillary Artery	1	1	1
Axillary Vein	1	1	1
Axis	1	1	1
Axons	1	1	1
Axonal Transport	1	1	1
trans-1,4-Bis(2-chlorobenzaminomethyl)cyclohexane Dihydrochloride	0	1	1
Aza Compounds	0	1	1
Azacosterol	1	1	1
Azacitidine	1	1	1
Azaguanine	0	1	1
Azaperone	0	1	1
Azaserine	1	1	1
Azasteroids	0	1	1
Azathioprine	1	1	1
Azauridine	1	1	1
Azepines	0	1	1
Azerbaijan	0	0	0
Azetidinecarboxylic Acid	1	1	1
Azetidines	0	1	1
Azetines	0	1	1
Azides	0	1	1
Azinphosmethyl	0	1	1
Aziridines	0	1	1
Azirines	0	1	1
Azlocillin	0	1	1
Azo Compounds	0	1	1
Azocines	0	1	1
Azoles	0	1	1
Azores	0	0	0
Azotobacter	0	1	1
Azoxymethane	0	1	1
Aztreonam	0	1	1
Azure Stains	0	1	1
Azurin	1	1	1
Azygos Vein	1	1	1
B-Lymphocytes	1	1	1
Babesia	0	1	1
Babesiosis	1	1	1
Reflex, Babinski	1	1	1
Bacillaceae	0	1	1
Bacillus	0	1	1
Bacillus anthracis	0	1	1
Bacillus cereus	0	1	1
Bacillus megaterium	0	1	1
Geobacillus stearothermophilus	0	1	1
Bacillus subtilis	0	1	1
Bacillus thuringiensis	0	1	1
Bacitracin	1	1	1
Back	1	0	0
Back Pain	1	1	1
Background Radiation	0	1	1
Baclofen	0	1	1
Bacteria	0	0	0
Bacteria, Aerobic	0	1	1
Bacteria, Anaerobic	0	1	1
Bacterial Adhesion	1	1	1
Bacterial Infections and Mycoses	1	1	1
Bacterial Infections	1	1	1
Bacterial Outer Membrane Proteins	1	1	1
Bacterial Proteins	1	1	1
Bacterial Toxins	0	1	1
Bacterial Vaccines	0	1	1
Bacteriochlorophylls	1	1	1
Bacteriocins	1	1	1
Bacteriological Techniques	1	1	1
Bacteriology	0	1	1
Bacteriolysis	1	1	1
Bacteriophage Typing	1	1	1
Bacteriophages	0	1	1
Bacteriorhodopsins	1	1	1
Bacteriuria	1	1	1
Bacteroidaceae	0	1	1
Bacteroides	0	1	1
Bacteroides fragilis	0	1	1
Bacteroides Infections	1	1	1
Prevotella melaninogenica	0	1	1
Bahamas	0	0	0
Bahrain	0	0	0
Balanitis	1	1	1
Balantidiasis	1	1	1
Balantidium	0	1	1
Balkan Nephropathy	1	1	1
Ballistocardiography	1	1	1
Balloon Dilatation	1	1	1
Balneology	1	1	1
Balsams	0	1	1
Baltic States	0	0	0
Bambermycins	1	1	1
Anion Exchange Protein 1, Erythrocyte	1	1	1
Bandages	1	1	1
Bangladesh	0	0	0
Barbados	0	0	0
Barbering	0	0	0
Barbital	0	1	1
Barbiturates	0	1	1
Barium	0	1	1
Barium Radioisotopes	0	1	1
Barium Sulfate	0	1	1
Thoracica	0	1	1
Barotrauma	1	1	1
Barrett Esophagus	1	1	1
Bartholin's Glands	1	1	1
Bartonella	0	1	1
Bartonella Infections	1	1	1
Bartonellaceae	0	1	1
Bartonellaceae Infections	1	1	1
Bartter Syndrome	1	1	1
Basal Cell Nevus Syndrome	1	1	1
Basal Ganglia	1	0	0
Basal Ganglia Diseases	1	1	1
Basal Metabolism	1	1	1
Base Composition	0	1	1
Base Sequence	1	0	0
Baseball	0	0	0
Basement Membrane	1	1	1
Bashkiria	0	0	0
Basidiomycota	0	1	1
Basilar Artery	1	1	1
Basilar Membrane	1	1	1
Basketball	0	0	0
Basophils	1	1	1
Bass	0	1	1
Bathing Beaches	0	1	1
Baths	1	1	1
Batrachotoxins	0	1	1
Battered Child Syndrome	0	0	0
3-Pyridinecarboxylic acid, 1,4-dihydro-2,6-dimethyl-5-nitro-4-(2-(trifluoromethyl)phenyl)-, Methyl ester	0	1	1
Bayes Theorem	1	1	1
BCG Vaccine	0	1	1
Bdellovibrio	0	1	1
Beak	0	1	1
Ursidae	0	1	1
Beauty	1	0	0
Beauty Culture	0	0	0
Beckwith-Wiedemann Syndrome	1	1	1
Beclomethasone	0	1	1
Bed Conversion	0	1	1
Bed Occupancy	0	1	1
Bed Rest	1	1	1
Bedbugs	0	1	1
Bedding and Linens	1	0	0
Beds	1	0	0
Bee Venoms	0	1	1
Bees	0	1	1
Beetles	0	1	1
Behavior	1	1	1
Behavior and Behavior Mechanisms	1	0	0
Behavior Therapy	1	1	1
Behavior, Animal	1	1	1
Mental Disorders	1	1	1
Behavioral Medicine	1	1	1
Behavioral Sciences	1	1	1
Behavioral Symptoms	1	1	1
Behaviorism	1	1	1
Behcet Syndrome	1	1	1
Belgium	0	0	0
Belize	0	0	0
Atropa belladonna	0	1	1
Belladonna Alkaloids	0	1	1
Bemegride	0	1	1
Benactyzine	0	1	1
Bence Jones Protein	1	1	1
Bencyclane	0	1	1
Bender-Gestalt Test	1	1	1
Bendroflumethiazide	0	1	1
Benin	0	0	0
Benomyl	0	1	1
Benperidol	0	1	1
Benserazide	0	1	1
Bentonite	0	1	1
Benzaldehydes	0	1	1
Benzalkonium Compounds	0	1	1
Benzamides	0	1	1
Benzamidines	0	1	1
Benz(a)Anthracenes	0	1	1
Benzazepines	0	1	1
Benzbromarone	0	1	1
Benzene	0	1	1
Benzene Derivatives	0	1	1
Lindane	0	1	1
Benzenesulfonates	0	1	1
Benzethonium	0	1	1
Benzhydryl Compounds	0	1	1
Benzidines	0	1	1
Benzilates	0	1	1
Benzimidazoles	0	1	1
Benzo(a)pyrene	0	1	1
Benzoates	0	1	1
Benzocaine	0	1	1
Benzocycloheptenes	0	1	1
Benzodiazepines	0	1	1
Benzodiazepinones	0	1	1
Benzoflavones	0	1	1
Benzofurans	0	1	1
Benzoin	0	1	1
Benzolamide	0	1	1
Benzomorphans	0	1	1
Benzophenoneidum	0	1	1
Benzophenones	0	1	1
Benzopyrans	0	1	1
Benzopyrene Hydroxylase	1	1	1
Benzopyrenes	0	1	1
Benzothiadiazines	0	1	1
Benzothiepins	0	1	1
Benzoxazoles	0	1	1
Benzoxepins	0	1	1
Benzoyl Peroxide	0	1	1
Benzoylarginine Nitroanilide	1	1	1
Benzoylarginine-2-Naphthylamide	1	1	1
Benzoylcholine	0	1	1
Benzphetamine	0	1	1
Benztropine	0	1	1
Benzydamine	0	1	1
Benzyl Alcohols	0	1	1
Benzyl Compounds	0	1	1
Benzyl Viologen	0	1	1
Benzylamine Oxidase	1	1	1
Benzylamines	0	1	1
Benzylidene Compounds	0	1	1
Bephenium Compounds	0	1	1
Berberine	0	1	1
Berberine Alkaloids	0	1	1
Bereavement	1	1	1
Beriberi	1	1	1
Berkelium	0	1	1
Berlin	0	0	0
Bermuda	0	0	0
Bernard-Soulier Syndrome	1	1	1
Berylliosis	1	1	1
Beryllium	0	1	1
Beta-Globulins	1	1	1
Beta Particles	0	1	1
Beta Rhythm	1	1	1
beta 2-Microglobulin	1	1	1
beta-Amylase	1	1	1
beta-Endorphin	1	1	1
beta-Galactosidase	1	1	1
beta-Glucosidase	1	1	1
beta-Lactamases	1	1	1
beta-N-Acetylhexosaminidases	1	1	1
beta-Thromboglobulin	1	1	1
Betahistine	0	1	1
Betaine	0	1	1
Betamethasone	0	1	1
Betamethasone 17-Valerate	0	1	1
Betazole	0	1	1
Bethanechol Compounds	0	1	1
Bethanidine	0	1	1
Beverages	0	0	0
Bezafibrate	0	1	1
Bezoars	1	1	1
Bhutan	0	0	0
Bibenzyls	0	1	1
Bible	0	0	0
Bibliography as Topic	0	0	0
Bibliography of Medicine	0	0	0
Bibliography, Descriptive	0	0	0
Bibliography, National	0	0	0
Bibliotherapy	1	1	1
Bicarbonates	0	1	1
Bicuculline	0	1	1
Bicuspid	1	1	1
Bicycling	0	0	0
Bicyclo Compounds	0	1	1
Bifidobacterium	0	1	1
Biguanides	0	1	1
Bile	1	1	1
Bile Acids and Salts	0	1	1
Bile Canaliculi	1	1	1
Bile Duct Diseases	1	1	1
Bile Duct Neoplasms	1	1	1
Cholestasis, Extrahepatic	1	1	1
Bile Ducts	1	1	1
Bile Ducts, Intrahepatic	1	1	1
Bile Pigments	0	1	1
Bile Reflux	1	1	1
Biliary Atresia	1	1	1
Biliary Dyskinesia	1	1	1
Biliary Fistula	1	1	1
Biliary Tract	1	1	1
Biliary Tract Diseases	1	1	1
Biliary Tract Neoplasms	1	1	1
Biliary Tract Surgical Procedures	1	1	1
Bilirubin	0	1	1
Biliverdine	0	1	1
Binding Sites	0	1	1
Binding Sites, Antibody	1	1	1
Binding, Competitive	1	1	1
Biobibliography as Topic	0	0	0
Biochemical Phenomena	0	1	1
Biochemistry	0	0	0
Biocompatible Materials	1	0	0
Biodegradation, Environmental	0	1	1
Bioelectric Energy Sources	1	1	1
Bioethics	1	0	0
Biofeedback, Psychology	1	0	0
Biogenesis	1	1	1
Biogenic Amines	0	1	1
Biography as Topic	0	0	0
Biological Assay	1	1	1
Biological Availability	1	1	1
Biological Clocks	1	1	1
Biological Dressings	1	1	1
Biological Factors	0	1	1
Biological Phenomena	1	1	1
Biological Products	0	1	1
Biological Psychiatry	1	1	1
Biological Science Disciplines	0	1	1
Biological Therapy	1	1	1
Biological Transport	0	1	1
Biological Transport, Active	0	1	1
Biological Warfare	0	0	0
Biology	0	0	0
Biomechanics	0	1	1
Biomedical and Dental Materials	1	0	0
Biometry	1	1	1
Biomphalaria	0	1	1
Bionics	0	1	1
Biopharmaceutics	0	1	1
Biophysics	0	1	1
Biopolymers	1	0	0
Bioprosthesis	1	1	1
Biopsy	1	1	1
Biopsy, Needle	1	1	1
Biopterin	1	1	1
Biotechnology	0	0	0
Biotin	1	1	1
Biotransformation	1	1	1
Biperiden	0	1	1
Biphenyl Compounds	0	1	1
Bipolar Disorder	1	1	1
Bird Diseases	0	1	1
Bird Fancier's Lung	1	1	1
Birds	0	0	0
Birefringence	0	1	1
Birth Certificates	1	0	0
Birth Injuries	1	1	1
Birth Intervals	0	0	0
Birth Order	1	0	0
Birth Rate	1	0	0
Birth Weight	1	0	0
Bis(Chloromethyl) Ether	0	1	1
Bisacodyl	0	1	1
Bisexuality	1	1	1
Dicumarol	0	1	1
Bismuth	0	1	1
Bisphosphoglycerate Mutase	1	1	1
Bite Force	1	1	1
Bites and Stings	1	0	0
Bites, Human	1	1	1
Bithionol	0	1	1
Biureas	0	1	1
Biuret	0	1	1
Biuret Reaction	1	1	1
BK Virus	0	1	1
Black Widow Spider	0	1	1
African Americans	0	0	0
Blackwater Fever	1	1	1
Urinary Bladder	1	1	1
Urinary Bladder Calculi	1	1	1
Urinary Bladder Diseases	1	1	1
Bladder Exstrophy	1	1	1
Urinary Bladder Fistula	1	1	1
Urinary Bladder Neck Obstruction	1	1	1
Urinary Bladder Neoplasms	1	1	1
Urinary Bladder, Neurogenic	1	1	1
Blade Implantation	1	1	1
Blast Crisis	1	1	1
Blast Injuries	1	1	1
Blastocladiella	0	1	1
Blastocyst	1	1	1
Blastoderm	1	1	1
Blastomeres	1	1	1
Blastomyces	0	1	1
Blastomycosis	1	1	1
Bleeding Time	1	1	1
Bleomycin	1	1	1
Blepharitis	1	1	1
Blepharoptosis	1	1	1
Blepharospasm	1	1	1
Blind Loop Syndrome	1	1	1
Blindness	1	1	1
Blinking	1	1	1
Blister	1	1	1
Blood	1	0	0
Blood Bactericidal Activity	1	1	1
Blood Banks	0	1	1
Blood Cell Count	1	1	1
Blood Cells	1	1	1
Blood Chemical Analysis	1	1	1
Blood Circulation	1	1	1
Blood Circulation Time	1	1	1
Blood Coagulation	1	1	1
Blood Coagulation Disorders	1	1	1
Blood Coagulation Factors	1	1	1
Blood Coagulation Tests	1	1	1
Blood Component Removal	1	1	1
Blood Donors	0	0	0
Blood Flow Velocity	1	1	1
Blood Gas Analysis	1	1	1
Blood Gas Monitoring, Transcutaneous	1	1	1
Blood Glucose	1	1	1
Blood Group Incompatibility	1	1	1
Blood Grouping and Crossmatching	1	1	1
Blood Group Antigens	0	1	1
Blood Physiological Phenomena	1	1	1
Blood Platelet Disorders	1	1	1
Blood Platelets	1	0	0
Blood Preservation	1	1	1
Blood Pressure	1	1	1
Blood Pressure Determination	1	1	1
Blood Protein Disorders	1	1	1
Blood Protein Electrophoresis	1	1	1
Blood Proteins	1	1	1
Blood Sedimentation	1	1	1
Blood Specimen Collection	1	1	1
Blood Stains	0	0	0
Blood Substitutes	1	1	1
Blood Transfusion	1	1	1
Blood Transfusion, Autologous	1	1	1
Blood Transfusion, Intrauterine	1	1	1
Blood Urea Nitrogen	1	1	1
Blood Vessel Prosthesis	1	1	1
Blood Vessels	1	1	1
Blood Viscosity	1	1	1
Blood Volume	1	1	1
Blood Volume Determination	1	1	1
Blood-Brain Barrier	1	1	1
Blood-Retinal Barrier	1	1	1
Blood-Testis Barrier	1	1	1
Bloodletting	1	1	1
Bloom Syndrome	1	1	1
Bluetongue	1	1	1
Bluetongue virus	0	1	1
Blushing	1	1	1
Body Burden	1	1	1
Body Composition	1	1	1
Body Constitution	1	1	1
Body Fluid Compartments	1	1	1
Body Fluids	1	1	1
Body Height	1	1	1
Body Image	1	1	1
Body Regions	1	1	1
Body Surface Area	1	1	1
Body Temperature	1	1	1
Body Temperature Changes	1	1	1
Body Temperature Regulation	1	1	1
Body Water	1	1	1
Body Weight	1	1	1
Body Weight Changes	1	1	1
Body Weights and Measures	1	1	1
Bolivia	0	0	0
Bombesin	1	1	1
Dental Bonding	1	1	1
Bonding, Human-Pet	1	1	1
Bone and Bones	1	0	0
Bone Cements	1	0	0
Bone Conduction	1	1	1
Bone Cysts	1	1	1
Bone Development	1	1	1
Bone Diseases	1	1	1
Bone Diseases, Developmental	1	1	1
Bone Diseases, Endocrine	1	1	1
Bone Diseases, Infectious	1	1	1
Bone Diseases, Metabolic	1	1	1
Bone Lengthening	1	1	1
Bone Marrow	1	1	1
Bone Marrow Cells	1	1	1
Bone Marrow Diseases	1	1	1
Bone Marrow Examination	1	1	1
Bone Matrix	1	1	1
Bone Nails	1	1	1
Bone Neoplasms	1	1	1
Bone Plates	1	1	1
Bone Regeneration	1	1	1
Bone Resorption	1	1	1
Bone Screws	1	1	1
Bone Wires	1	1	1
Bongkrekic Acid	0	1	1
Book Classification	0	0	0
Book Collecting	0	0	0
Book Imprints	0	0	0
Book Industry	0	0	0
Book Ornamentation	0	0	0
Book Prices	0	0	0
Book Reviews as Topic	0	0	0
Book Selection	0	0	0
Bookbinding	0	0	0
Bookplates as Topic	0	0	0
Books	0	0	0
Books, Illustrated	0	0	0
Bookselling	0	0	0
Boranes	0	1	1
Borates	0	1	1
Border Disease	1	1	1
Borderline Personality Disorder	1	1	1
Bordetella	0	1	1
Bordetella Infections	1	1	1
Bordetella pertussis	0	1	1
Boredom	1	1	1
Boric Acids	0	1	1
Borinic Acids	0	1	1
Borna Disease	1	1	1
Borna disease virus	0	1	1
Bornanes	0	1	1
Borneo	0	0	0
Borohydrides	0	1	1
Boron	0	1	1
Boron Compounds	0	1	1
Boronic Acids	0	1	1
Borrelia	0	1	1
Borrelia Infections	1	1	1
Boston	0	0	0
Botany	0	1	1
Botswana	0	0	0
Bottle Feeding	1	1	1
Botulinum Antitoxin	1	1	1
Botulinum Toxins	1	1	1
Botulism	1	1	1
Boutonneuse Fever	1	1	1
Diarrhea Viruses, Bovine Viral	0	1	1
Leukemia Virus, Bovine	0	1	1
Herpesvirus 2, Bovine	0	1	1
Bovine Virus Diarrhea-Mucosal Disease	1	1	1
Bowen's Disease	1	1	1
Boxing	0	0	0
